clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,26
AJM,Tlalpan,BUENA,O3,43
BJU,Benito Juárez,REGULAR,O3,73
CAM,Azcapotzalco,MANTENIMIENTO,,
CCA,Coyoacán,REGULAR,O3,65
COY,Coyoacán,REGULAR,O3,82
CUA,Cuajimalpa,REGULAR,O3,55
GAM,Gustavo A. Madero,REGULAR,O3,65
HGM,Cuauhtémoc,REGULAR,O3,76
IZT,Iztacalco,REGULAR,O3,67
MER,Venustiano Carranza,REGULAR,O3,67
MGH,Miguel Hidalgo,REGULAR,O3,65
MPA,Milpa Alta,BUENA,PM10,38
PED,Álvaro Obregón,REGULAR,O3,53
SFE,Cuajimalpa,REGULAR,O3,65
SJA,Gustavo A. Madero,REGULAR,O3,78
TAH,Tláhuac,BUENA,PM10,40
UAX,Coyoacán,BUENA,O3,49
UIZ,Iztapalapa,REGULAR,O3,69
ACO,Acolman,BUENA,O3,34
ATI,Atizapán,REGULAR,O3,67
CHO,Chalco,BUENA,O3,31
CUT,Tepotzotlán,BUENA,PM10,49
FAC,Naucalpan,MANTENIMIENTO,,
INN,Ocoyoacac,BUENA,O3,41
LLA,Ecatepec,BUENA,O3,40
LPR,Anexo de Tlalnepantla,REGULAR,O3,61
MON,Texcoco,BUENA,SO2,2
NEZ,Nezahualcóyotl,REGULAR,O3,65
SAG,Ecatepec,REGULAR,PM10,65
TLA,Tlalnepantla,REGULAR,O3,69
TLI,Tultitlán,BUENA,O3,47
VIF,Coacalco,REGULAR,PM10,65
XAL,Ecatepec,REGULAR,O3,61
