clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,47
AJM,Tlalpan,BUENA,PM10,23
BJU,Benito Juárez,BUENA,O3,42
CAM,Azcapotzalco,BUENA,O3,34
CCA,Coyoacán,BUENA,NO2,20
COY,Coyoacán,BUENA,O3,43
CUA,Cuajimalpa,BUENA,O3,45
GAM,Gustavo A. Madero,BUENA,O3,36
HGM,Cuauhtémoc,BUENA,O3,39
IZT,Iztacalco,BUENA,O3,39
MER,Venustiano Carranza,BUENA,O3,33
MGH,Miguel Hidalgo,BUENA,O3,37
MPA,Milpa Alta,BUENA,O3,42
PED,Álvaro Obregón,BUENA,O3,47
SFE,Cuajimalpa,BUENA,O3,47
SJA,Gustavo A. Madero,BUENA,O3,35
TAH,Tláhuac,BUENA,PM10,26
UAX,Coyoacán,REGULAR,O3,53
UIZ,Iztapalapa,BUENA,O3,48
ACO,Acolman,BUENA,O3,26
ATI,Atizapán,BUENA,O3,33
CHO,Chalco,BUENA,O3,41
CUT,Tepotzotlán,BUENA,PM10,34
FAC,Naucalpan,BUENA,O3,35
INN,Ocoyoacac,BUENA,O3,37
LLA,Ecatepec,BUENA,O3,26
LPR,Anexo de Tlalnepantla,BUENA,O3,34
MON,Texcoco,BUENA,O3,36
NEZ,Nezahualcóyotl,BUENA,O3,40
SAG,Ecatepec,BUENA,O3,30
TLA,Tlalnepantla,BUENA,O3,34
TLI,Tultitlán,BUENA,O3,34
VIF,Coacalco,BUENA,O3,33
XAL,Ecatepec,BUENA,PM10,49
