clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,10
AJM,Tlalpan,BUENA,PM10,39
BJU,Benito Juárez,BUENA,PM10,41
CAM,Azcapotzalco,BUENA,PM10,44
CCA,Coyoacán,BUENA,NO2,11
COY,Coyoacán,BUENA,NO2,16
CUA,Cuajimalpa,BUENA,PM10,29
GAM,Gustavo A. Madero,BUENA,O3,4
HGM,Cuauhtémoc,BUENA,PM10,39
IZT,Iztacalco,BUENA,PM10,33
MER,Venustiano Carranza,REGULAR,PM10,52
MGH,Miguel Hidalgo,BUENA,PM10,35
MPA,Milpa Alta,BUENA,PM10,35
PED,Álvaro Obregón,BUENA,NO2,10
SFE,Cuajimalpa,BUENA,NO2,10
SJA,Gustavo A. Madero,BUENA,NO2,16
TAH,Tláhuac,BUENA,PM10,30
UAX,Coyoacán,BUENA,NO2,12
UIZ,Iztapalapa,BUENA,NO2,14
ACO,Acolman,BUENA,PM10,35
ATI,Atizapán,BUENA,PM10,31
CHO,Chalco,MANTENIMIENTO,,
CUT,Tepotzotlán,BUENA,PM10,30
FAC,Naucalpan,BUENA,PM10,25
INN,Ocoyoacac,BUENA,PM10,25
LLA,Ecatepec,BUENA,O3,4
LPR,Anexo de Tlalnepantla,BUENA,O3,2
MON,Texcoco,BUENA,NO2,8
NEZ,Nezahualcóyotl,BUENA,NO2,11
SAG,Ecatepec,BUENA,PM10,45
TLA,Tlalnepantla,MANTENIMIENTO,,
TLI,Tultitlán,BUENA,PM10,35
VIF,Coacalco,BUENA,PM10,44
XAL,Ecatepec,REGULAR,PM10,70
