clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,16
AJM,Tlalpan,BUENA,O3,19
BJU,Benito Juárez,BUENA,PM10,25
CAM,Azcapotzalco,BUENA,PM10,45
CCA,Coyoacán,BUENA,O3,16
COY,Coyoacán,BUENA,O3,16
CUA,Cuajimalpa,BUENA,PM10,24
GAM,Gustavo A. Madero,BUENA,O3,22
HGM,Cuauhtémoc,BUENA,PM10,29
IZT,Iztacalco,BUENA,PM10,23
MER,Venustiano Carranza,BUENA,PM10,36
MGH,Miguel Hidalgo,BUENA,PM10,23
MPA,Milpa Alta,BUENA,O3,25
PED,Álvaro Obregón,BUENA,O3,18
SFE,Cuajimalpa,MANTENIMIENTO,,
SJA,Gustavo A. Madero,BUENA,O3,22
TAH,Tláhuac,BUENA,O3,23
UAX,Coyoacán,BUENA,O3,16
UIZ,Iztapalapa,BUENA,NO2,5
ACO,Acolman,BUENA,PM10,20
ATI,Atizapán,BUENA,PM10,25
CHO,Chalco,BUENA,PM10,36
CUT,Tepotzotlán,BUENA,PM10,33
FAC,Naucalpan,BUENA,PM10,25
INN,Ocoyoacac,BUENA,O3,21
LLA,Ecatepec,BUENA,O3,21
LPR,Anexo de Tlalnepantla,BUENA,O3,21
MON,Texcoco,BUENA,O3,23
NEZ,Nezahualcóyotl,BUENA,O3,21
SAG,Ecatepec,BUENA,PM10,30
TLA,Tlalnepantla,BUENA,PM10,39
TLI,Tultitlán,BUENA,PM10,40
VIF,Coacalco,BUENA,PM10,35
XAL,Ecatepec,BUENA,PM10,34
