clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,MANTENIMIENTO,,
AJM,Tlalpan,BUENA,O3,41
BJU,Benito Juárez,REGULAR,O3,63
CAM,Azcapotzalco,REGULAR,O3,65
CCA,Coyoacán,BUENA,SO2,5
COY,Coyoacán,REGULAR,O3,59
CUA,Cuajimalpa,REGULAR,O3,73
GAM,Gustavo A. Madero,REGULAR,O3,92
HGM,Cuauhtémoc,REGULAR,O3,73
IZT,Iztacalco,REGULAR,O3,67
MER,Venustiano Carranza,REGULAR,O3,65
MGH,Miguel Hidalgo,REGULAR,O3,69
MPA,Milpa Alta,BUENA,O3,42
PED,Álvaro Obregón,BUENA,SO2,4
SFE,Cuajimalpa,REGULAR,O3,73
SJA,Gustavo A. Madero,MALA,O3,101
TAH,Tláhuac,BUENA,O3,44
UAX,Coyoacán,BUENA,O3,47
UIZ,Iztapalapa,BUENA,PM10,45
ACO,Acolman,BUENA,O3,41
ATI,Atizapán,REGULAR,O3,51
CHO,Chalco,BUENA,PM10,36
CUT,Tepotzotlán,REGULAR,PM10,65
FAC,Naucalpan,REGULAR,O3,63
INN,Ocoyoacac,BUENA,O3,28
LLA,Ecatepec,BUENA,O3,46
LPR,Anexo de Tlalnepantla,BUENA,O3,48
MON,Texcoco,BUENA,CO,5
NEZ,Nezahualcóyotl,REGULAR,O3,94
SAG,Ecatepec,BUENA,O3,43
TLA,Tlalnepantla,REGULAR,O3,96
TLI,Tultitlán,REGULAR,O3,63
VIF,Coacalco,REGULAR,PM10,52
XAL,Ecatepec,REGULAR,PM10,70
