clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,18
AJM,Tlalpan,BUENA,O3,29
BJU,Benito Juárez,BUENA,PM10,24
CAM,Azcapotzalco,BUENA,PM10,34
CCA,Coyoacán,BUENA,O3,16
COY,Coyoacán,BUENA,NO2,7
CUA,Cuajimalpa,BUENA,PM10,21
GAM,Gustavo A. Madero,BUENA,O3,4
HGM,Cuauhtémoc,BUENA,O3,11
IZT,Iztacalco,BUENA,PM10,23
MER,Venustiano Carranza,BUENA,PM10,38
MGH,Miguel Hidalgo,BUENA,PM10,24
MPA,Milpa Alta,BUENA,PM10,25
PED,Álvaro Obregón,BUENA,O3,15
SFE,Cuajimalpa,BUENA,O3,16
SJA,Gustavo A. Madero,BUENA,NO2,15
TAH,Tláhuac,BUENA,PM10,24
UAX,Coyoacán,BUENA,O3,14
UIZ,Iztapalapa,BUENA,PM10,34
ACO,Acolman,BUENA,PM10,19
ATI,Atizapán,BUENA,PM10,25
CHO,Chalco,BUENA,PM10,36
CUT,Tepotzotlán,BUENA,PM10,38
FAC,Naucalpan,BUENA,O3,18
INN,Ocoyoacac,BUENA,O3,23
LLA,Ecatepec,BUENA,O3,13
LPR,Anexo de Tlalnepantla,BUENA,O3,11
MON,Texcoco,BUENA,NO2,13
NEZ,Nezahualcóyotl,BUENA,NO2,17
SAG,Ecatepec,BUENA,PM10,28
TLA,Tlalnepantla,BUENA,PM10,43
TLI,Tultitlán,BUENA,PM10,33
VIF,Coacalco,BUENA,PM10,33
XAL,Ecatepec,BUENA,PM10,40
