clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,21
AJM,Tlalpan,BUENA,O3,22
BJU,Benito Juárez,BUENA,O3,24
CAM,Azcapotzalco,BUENA,PM10,28
CCA,Coyoacán,BUENA,O3,25
COY,Coyoacán,BUENA,O3,26
CUA,Cuajimalpa,BUENA,O3,21
GAM,Gustavo A. Madero,BUENA,O3,33
HGM,Cuauhtémoc,BUENA,O3,25
IZT,Iztacalco,BUENA,O3,26
MER,Venustiano Carranza,BUENA,O3,25
MGH,Miguel Hidalgo,BUENA,O3,24
MPA,Milpa Alta,BUENA,O3,24
PED,Álvaro Obregón,BUENA,O3,24
SFE,Cuajimalpa,BUENA,O3,21
SJA,Gustavo A. Madero,BUENA,O3,31
TAH,Tláhuac,BUENA,O3,21
UAX,Coyoacán,BUENA,O3,24
UIZ,Iztapalapa,BUENA,O3,29
ACO,Acolman,BUENA,O3,28
ATI,Atizapán,BUENA,O3,25
CHO,Chalco,BUENA,O3,23
CUT,Tepotzotlán,BUENA,PM10,28
FAC,Naucalpan,BUENA,O3,24
INN,Ocoyoacac,BUENA,O3,20
LLA,Ecatepec,BUENA,O3,31
LPR,Anexo de Tlalnepantla,BUENA,O3,26
MON,Texcoco,BUENA,O3,28
NEZ,Nezahualcóyotl,BUENA,O3,26
SAG,Ecatepec,BUENA,O3,29
TLA,Tlalnepantla,BUENA,O3,31
TLI,Tultitlán,BUENA,O3,25
VIF,Coacalco,BUENA,O3,29
XAL,Ecatepec,BUENA,O3,29
