clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,10
AJM,Tlalpan,BUENA,PM10,38
BJU,Benito Juárez,BUENA,PM10,49
CAM,Azcapotzalco,BUENA,NO2,15
CCA,Coyoacán,BUENA,NO2,22
COY,Coyoacán,BUENA,NO2,13
CUA,Cuajimalpa,BUENA,PM10,38
GAM,Gustavo A. Madero,BUENA,O3,12
HGM,Cuauhtémoc,BUENA,O3,12
IZT,Iztacalco,BUENA,PM10,38
MER,Venustiano Carranza,BUENA,NO2,13
MGH,Miguel Hidalgo,BUENA,PM10,44
MPA,Milpa Alta,BUENA,PM10,41
PED,Álvaro Obregón,BUENA,NO2,21
SFE,Cuajimalpa,BUENA,NO2,14
SJA,Gustavo A. Madero,BUENA,NO2,9
TAH,Tláhuac,BUENA,PM10,48
UAX,Coyoacán,BUENA,O3,14
UIZ,Iztapalapa,BUENA,NO2,20
ACO,Acolman,BUENA,PM10,50
ATI,Atizapán,REGULAR,PM10,54
CHO,Chalco,BUENA,PM10,45
CUT,Tepotzotlán,REGULAR,PM10,74
FAC,Naucalpan,BUENA,PM10,35
INN,Ocoyoacac,BUENA,PM10,23
LLA,Ecatepec,BUENA,O3,13
LPR,Anexo de Tlalnepantla,BUENA,O3,17
MON,Texcoco,BUENA,O3,18
NEZ,Nezahualcóyotl,BUENA,O3,16
SAG,Ecatepec,REGULAR,PM10,54
TLA,Tlalnepantla,REGULAR,PM10,67
TLI,Tultitlán,REGULAR,PM10,63
VIF,Coacalco,REGULAR,PM10,55
XAL,Ecatepec,REGULAR,PM10,93
