clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,38
AJM,Tlalpan,BUENA,PM10,38
BJU,Benito Juárez,REGULAR,PM10,58
CAM,Azcapotzalco,REGULAR,PM10,87
CCA,Coyoacán,BUENA,NO2,22
COY,Coyoacán,BUENA,O3,22
CUA,Cuajimalpa,BUENA,PM10,46
GAM,Gustavo A. Madero,BUENA,O3,19
HGM,Cuauhtémoc,REGULAR,PM10,67
IZT,Iztacalco,BUENA,PM10,49
MER,Venustiano Carranza,MANTENIMIENTO,,
MGH,Miguel Hidalgo,BUENA,PM10,50
MPA,Milpa Alta,BUENA,O3,36
PED,Álvaro Obregón,BUENA,O3,24
SFE,Cuajimalpa,BUENA,NO2,24
SJA,Gustavo A. Madero,BUENA,CO,20
TAH,Tláhuac,REGULAR,PM10,60
UAX,Coyoacán,BUENA,O3,27
UIZ,Iztapalapa,BUENA,O3,26
ACO,Acolman,REGULAR,PM10,81
ATI,Atizapán,REGULAR,PM10,84
CHO,Chalco,REGULAR,PM10,100
CUT,Tepotzotlán,REGULAR,PM10,100
FAC,Naucalpan,REGULAR,PM10,74
INN,Ocoyoacac,BUENA,O3,34
LLA,Ecatepec,BUENA,O3,20
LPR,Anexo de Tlalnepantla,BUENA,CO,21
MON,Texcoco,BUENA,O3,27
NEZ,Nezahualcóyotl,BUENA,NO2,32
SAG,Ecatepec,REGULAR,PM10,94
TLA,Tlalnepantla,REGULAR,PM10,88
TLI,Tultitlán,MALA,PM10,103
VIF,Coacalco,MALA,PM10,113
XAL,Ecatepec,MALA,PM10,115
