clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,21
AJM,Tlalpan,BUENA,PM10,20
BJU,Benito Juárez,BUENA,PM10,21
CAM,Azcapotzalco,BUENA,PM10,34
CCA,Coyoacán,BUENA,O3,11
COY,Coyoacán,BUENA,O3,10
CUA,Cuajimalpa,BUENA,PM10,25
GAM,Gustavo A. Madero,BUENA,O3,2
HGM,Cuauhtémoc,BUENA,PM10,19
IZT,Iztacalco,BUENA,PM10,20
MER,Venustiano Carranza,BUENA,PM10,26
MGH,Miguel Hidalgo,BUENA,PM10,20
MPA,Milpa Alta,BUENA,PM10,16
PED,Álvaro Obregón,BUENA,O3,13
SFE,Cuajimalpa,BUENA,O3,17
SJA,Gustavo A. Madero,BUENA,NO2,11
TAH,Tláhuac,BUENA,PM10,28
UAX,Coyoacán,BUENA,O3,8
UIZ,Iztapalapa,BUENA,NO2,13
ACO,Acolman,BUENA,PM10,18
ATI,Atizapán,BUENA,PM10,23
CHO,Chalco,BUENA,PM10,38
CUT,Tepotzotlán,BUENA,PM10,26
FAC,Naucalpan,BUENA,PM10,21
INN,Ocoyoacac,BUENA,PM10,13
LLA,Ecatepec,BUENA,O3,5
LPR,Anexo de Tlalnepantla,BUENA,O3,9
MON,Texcoco,BUENA,O3,14
NEZ,Nezahualcóyotl,BUENA,NO2,10
SAG,Ecatepec,BUENA,PM10,21
TLA,Tlalnepantla,BUENA,PM10,30
TLI,Tultitlán,BUENA,O3,4
VIF,Coacalco,BUENA,PM10,26
XAL,Ecatepec,BUENA,PM10,30
