clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,25
AJM,Tlalpan,BUENA,PM10,30
BJU,Benito Juárez,BUENA,PM10,33
CAM,Azcapotzalco,BUENA,O3,11
CCA,Coyoacán,BUENA,O3,21
COY,Coyoacán,BUENA,O3,14
CUA,Cuajimalpa,BUENA,PM10,25
GAM,Gustavo A. Madero,BUENA,O3,11
HGM,Cuauhtémoc,BUENA,PM10,35
IZT,Iztacalco,BUENA,PM10,28
MER,Venustiano Carranza,BUENA,O3,10
MGH,Miguel Hidalgo,BUENA,PM10,24
MPA,Milpa Alta,BUENA,O3,31
PED,Álvaro Obregón,BUENA,O3,18
SFE,Cuajimalpa,BUENA,O3,11
SJA,Gustavo A. Madero,BUENA,NO2,8
TAH,Tláhuac,BUENA,PM10,33
UAX,Coyoacán,BUENA,O3,21
UIZ,Iztapalapa,BUENA,O3,20
ACO,Acolman,BUENA,PM10,28
ATI,Atizapán,BUENA,PM10,25
CHO,Chalco,BUENA,PM10,34
CUT,Tepotzotlán,BUENA,PM10,43
FAC,Naucalpan,BUENA,PM10,16
INN,Ocoyoacac,BUENA,O3,21
LLA,Ecatepec,BUENA,O3,14
LPR,Anexo de Tlalnepantla,BUENA,SO2,1
MON,Texcoco,BUENA,O3,12
NEZ,Nezahualcóyotl,BUENA,O3,13
SAG,Ecatepec,BUENA,PM10,43
TLA,Tlalnepantla,BUENA,PM10,39
TLI,Tultitlán,BUENA,PM10,41
VIF,Coacalco,BUENA,PM10,49
XAL,Ecatepec,REGULAR,PM10,64
