clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,REGULAR,O3,61
AJM,Tlalpan,REGULAR,O3,82
BJU,Benito Juárez,REGULAR,O3,82
CAM,Azcapotzalco,BUENA,PM10,34
CCA,Coyoacán,REGULAR,O3,78
COY,Coyoacán,REGULAR,O3,82
CUA,Cuajimalpa,REGULAR,O3,73
GAM,Gustavo A. Madero,BUENA,O3,48
HGM,Cuauhtémoc,REGULAR,O3,71
IZT,Iztacalco,REGULAR,O3,71
MER,Venustiano Carranza,BUENA,O3,50
MGH,Miguel Hidalgo,REGULAR,O3,67
MPA,Milpa Alta,REGULAR,O3,82
PED,Álvaro Obregón,REGULAR,O3,82
SFE,Cuajimalpa,REGULAR,O3,76
SJA,Gustavo A. Madero,BUENA,O3,49
TAH,Tláhuac,BUENA,O3,50
UAX,Coyoacán,REGULAR,O3,63
UIZ,Iztapalapa,REGULAR,O3,55
ACO,Acolman,BUENA,O3,25
ATI,Atizapán,BUENA,O3,45
CHO,Chalco,BUENA,O3,46
CUT,Tepotzotlán,BUENA,PM10,29
FAC,Naucalpan,BUENA,O3,49
INN,Ocoyoacac,BUENA,O3,48
LLA,Ecatepec,BUENA,O3,33
LPR,Anexo de Tlalnepantla,BUENA,O3,39
MON,Texcoco,BUENA,O3,39
NEZ,Nezahualcóyotl,BUENA,O3,44
SAG,Ecatepec,BUENA,O3,36
TLA,Tlalnepantla,BUENA,O3,45
TLI,Tultitlán,BUENA,O3,39
VIF,Coacalco,BUENA,O3,33
XAL,Ecatepec,BUENA,PM10,40
