clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,24
AJM,Tlalpan,BUENA,O3,29
BJU,Benito Juárez,BUENA,O3,18
CAM,Azcapotzalco,BUENA,PM10,24
CCA,Coyoacán,BUENA,O3,21
COY,Coyoacán,MANTENIMIENTO,,
CUA,Cuajimalpa,BUENA,O3,29
GAM,Gustavo A. Madero,BUENA,O3,31
HGM,Cuauhtémoc,BUENA,O3,22
IZT,Iztacalco,BUENA,O3,26
MER,Venustiano Carranza,BUENA,O3,23
MGH,Miguel Hidalgo,BUENA,O3,20
MPA,Milpa Alta,BUENA,O3,21
PED,Álvaro Obregón,BUENA,O3,21
SFE,Cuajimalpa,BUENA,O3,28
SJA,Gustavo A. Madero,BUENA,O3,29
TAH,Tláhuac,BUENA,O3,21
UAX,Coyoacán,BUENA,O3,16
UIZ,Iztapalapa,BUENA,O3,26
ACO,Acolman,BUENA,O3,29
ATI,Atizapán,BUENA,O3,24
CHO,Chalco,BUENA,O3,21
CUT,Tepotzotlán,BUENA,PM10,29
FAC,Naucalpan,BUENA,O3,24
INN,Ocoyoacac,BUENA,PM10,15
LLA,Ecatepec,BUENA,O3,21
LPR,Anexo de Tlalnepantla,BUENA,O3,21
MON,Texcoco,BUENA,O3,25
NEZ,Nezahualcóyotl,BUENA,O3,23
SAG,Ecatepec,BUENA,O3,22
TLA,Tlalnepantla,BUENA,PM10,25
TLI,Tultitlán,BUENA,O3,21
VIF,Coacalco,BUENA,O3,24
XAL,Ecatepec,BUENA,PM10,34
