clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,29
AJM,Tlalpan,BUENA,O3,29
BJU,Benito Juárez,BUENA,O3,28
CAM,Azcapotzalco,BUENA,PM10,41
CCA,Coyoacán,BUENA,O3,24
COY,Coyoacán,BUENA,O3,29
CUA,Cuajimalpa,BUENA,O3,28
GAM,Gustavo A. Madero,BUENA,O3,31
HGM,Cuauhtémoc,BUENA,O3,28
IZT,Iztacalco,BUENA,O3,29
MER,Venustiano Carranza,BUENA,PM10,34
MGH,Miguel Hidalgo,BUENA,PM10,29
MPA,Milpa Alta,BUENA,PM10,35
PED,Álvaro Obregón,BUENA,O3,28
SFE,Cuajimalpa,MANTENIMIENTO,,
SJA,Gustavo A. Madero,BUENA,O3,29
TAH,Tláhuac,BUENA,PM10,30
UAX,Coyoacán,BUENA,O3,29
UIZ,Iztapalapa,BUENA,O3,33
ACO,Acolman,MANTENIMIENTO,,
ATI,Atizapán,BUENA,O3,28
CHO,Chalco,BUENA,PM10,50
CUT,Tepotzotlán,BUENA,PM10,39
FAC,Naucalpan,BUENA,PM10,28
INN,Ocoyoacac,BUENA,O3,29
LLA,Ecatepec,BUENA,O3,27
LPR,Anexo de Tlalnepantla,BUENA,O3,25
MON,Texcoco,BUENA,O3,30
NEZ,Nezahualcóyotl,BUENA,O3,28
SAG,Ecatepec,BUENA,PM10,33
TLA,Tlalnepantla,BUENA,PM10,41
TLI,Tultitlán,BUENA,O3,27
VIF,Coacalco,BUENA,PM10,35
XAL,Ecatepec,BUENA,PM10,36
