clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,MALA,O3,121
AJM,Tlalpan,MALA,O3,133
BJU,Benito Juárez,MALA,O3,102
CAM,Azcapotzalco,REGULAR,PM10,80
CCA,Coyoacán,MALA,O3,116
COY,Coyoacán,MALA,O3,105
CUA,Cuajimalpa,MALA,O3,102
GAM,Gustavo A. Madero,REGULAR,O3,59
HGM,Cuauhtémoc,REGULAR,O3,80
IZT,Iztacalco,REGULAR,O3,76
MER,Venustiano Carranza,REGULAR,PM10,80
MGH,Miguel Hidalgo,MALA,O3,101
MPA,Milpa Alta,REGULAR,O3,100
PED,Álvaro Obregón,MALA,O3,117
SFE,Cuajimalpa,MALA,O3,114
SJA,Gustavo A. Madero,REGULAR,O3,63
TAH,Tláhuac,REGULAR,O3,84
UAX,Coyoacán,REGULAR,O3,92
UIZ,Iztapalapa,REGULAR,O3,78
ACO,Acolman,BUENA,O3,46
ATI,Atizapán,REGULAR,O3,57
CHO,Chalco,REGULAR,PM10,77
CUT,Tepotzotlán,REGULAR,PM10,80
FAC,Naucalpan,REGULAR,O3,69
INN,Ocoyoacac,BUENA,PM10,30
LLA,Ecatepec,BUENA,O3,45
LPR,Anexo de Tlalnepantla,BUENA,O3,44
MON,Texcoco,MANTENIMIENTO,,
NEZ,Nezahualcóyotl,REGULAR,O3,63
SAG,Ecatepec,BUENA,O3,46
TLA,Tlalnepantla,REGULAR,PM10,86
TLI,Tultitlán,REGULAR,PM10,80
VIF,Coacalco,REGULAR,PM10,77
XAL,Ecatepec,MALA,PM10,101
