clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,32
AJM,Tlalpan,BUENA,O3,27
BJU,Benito Juárez,BUENA,O3,26
CAM,Azcapotzalco,BUENA,PM10,38
CCA,Coyoacán,BUENA,O3,25
COY,Coyoacán,BUENA,O3,28
CUA,Cuajimalpa,BUENA,O3,23
GAM,Gustavo A. Madero,BUENA,O3,27
HGM,Cuauhtémoc,BUENA,NO2,27
IZT,Iztacalco,BUENA,O3,22
MER,Venustiano Carranza,BUENA,PM10,31
MGH,Miguel Hidalgo,BUENA,PM10,26
MPA,Milpa Alta,BUENA,O3,34
PED,Álvaro Obregón,BUENA,O3,24
SFE,Cuajimalpa,BUENA,O3,25
SJA,Gustavo A. Madero,BUENA,O3,21
TAH,Tláhuac,BUENA,PM10,18
UAX,Coyoacán,BUENA,O3,28
UIZ,Iztapalapa,BUENA,PM10,26
ACO,Acolman,BUENA,O3,31
ATI,Atizapán,BUENA,PM10,34
CHO,Chalco,BUENA,O3,29
CUT,Tepotzotlán,BUENA,PM10,34
FAC,Naucalpan,BUENA,PM10,25
INN,Ocoyoacac,BUENA,O3,29
LLA,Ecatepec,BUENA,SO2,1
LPR,Anexo de Tlalnepantla,BUENA,O3,26
MON,Texcoco,BUENA,O3,31
NEZ,Nezahualcóyotl,BUENA,O3,22
SAG,Ecatepec,BUENA,O3,29
TLA,Tlalnepantla,BUENA,PM10,50
TLI,Tultitlán,BUENA,PM10,38
VIF,Coacalco,BUENA,PM10,34
XAL,Ecatepec,BUENA,PM10,49
