clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,46
AJM,Tlalpan,REGULAR,O3,82
BJU,Benito Juárez,REGULAR,O3,73
CAM,Azcapotzalco,BUENA,O3,39
CCA,Coyoacán,REGULAR,O3,82
COY,Coyoacán,REGULAR,O3,73
CUA,Cuajimalpa,REGULAR,O3,84
GAM,Gustavo A. Madero,BUENA,O3,38
HGM,Cuauhtémoc,REGULAR,O3,55
IZT,Iztacalco,REGULAR,O3,59
MER,Venustiano Carranza,BUENA,O3,40
MGH,Miguel Hidalgo,BUENA,PM10,28
MPA,Milpa Alta,REGULAR,O3,67
PED,Álvaro Obregón,REGULAR,O3,84
SFE,Cuajimalpa,REGULAR,O3,84
SJA,Gustavo A. Madero,BUENA,O3,42
TAH,Tláhuac,BUENA,PM10,21
UAX,Coyoacán,REGULAR,O3,82
UIZ,Iztapalapa,BUENA,PM10,36
ACO,Acolman,BUENA,O3,33
ATI,Atizapán,BUENA,O3,32
CHO,Chalco,REGULAR,O3,59
CUT,Tepotzotlán,BUENA,PM10,28
FAC,Naucalpan,BUENA,O3,39
INN,Ocoyoacac,REGULAR,O3,61
LLA,Ecatepec,BUENA,O3,29
LPR,Anexo de Tlalnepantla,BUENA,O3,31
MON,Texcoco,BUENA,O3,43
NEZ,Nezahualcóyotl,BUENA,O3,48
SAG,Ecatepec,BUENA,O3,31
TLA,Tlalnepantla,BUENA,PM10,49
TLI,Tultitlán,BUENA,O3,31
VIF,Coacalco,BUENA,O3,29
XAL,Ecatepec,BUENA,PM10,43
