clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,25
AJM,Tlalpan,BUENA,O3,34
BJU,Benito Juárez,BUENA,PM10,48
CAM,Azcapotzalco,BUENA,O3,31
CCA,Coyoacán,BUENA,O3,30
COY,Coyoacán,BUENA,O3,30
CUA,Cuajimalpa,BUENA,PM10,34
GAM,Gustavo A. Madero,BUENA,O3,31
HGM,Cuauhtémoc,BUENA,PM10,48
IZT,Iztacalco,BUENA,PM10,40
MER,Venustiano Carranza,REGULAR,PM10,74
MGH,Miguel Hidalgo,BUENA,PM10,40
MPA,Milpa Alta,BUENA,O3,28
PED,Álvaro Obregón,BUENA,O3,32
SFE,Cuajimalpa,BUENA,O3,34
SJA,Gustavo A. Madero,BUENA,O3,31
TAH,Tláhuac,BUENA,PM10,44
UAX,Coyoacán,BUENA,O3,33
UIZ,Iztapalapa,BUENA,CO,9
ACO,Acolman,REGULAR,PM10,80
ATI,Atizapán,REGULAR,PM10,71
CHO,Chalco,REGULAR,PM10,70
CUT,Tepotzotlán,MALA,PM10,103
FAC,Naucalpan,REGULAR,PM10,61
INN,Ocoyoacac,BUENA,O3,25
LLA,Ecatepec,BUENA,O3,31
LPR,Anexo de Tlalnepantla,BUENA,O3,29
MON,Texcoco,BUENA,O3,24
NEZ,Nezahualcóyotl,BUENA,O3,27
SAG,Ecatepec,REGULAR,PM10,78
TLA,Tlalnepantla,REGULAR,PM10,86
TLI,Tultitlán,REGULAR,PM10,100
VIF,Coacalco,MALA,PM10,107
XAL,Ecatepec,MALA,PM10,103
