clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,MANTENIMIENTO,,
AJM,Tlalpan,BUENA,O3,27
BJU,Benito Juárez,BUENA,PM10,35
CAM,Azcapotzalco,BUENA,PM10,48
CCA,Coyoacán,BUENA,O3,20
COY,Coyoacán,BUENA,O3,16
CUA,Cuajimalpa,BUENA,O3,26
GAM,Gustavo A. Madero,BUENA,O3,20
HGM,Cuauhtémoc,BUENA,PM10,35
IZT,Iztacalco,BUENA,PM10,29
MER,Venustiano Carranza,REGULAR,PM10,51
MGH,Miguel Hidalgo,BUENA,PM10,29
MPA,Milpa Alta,BUENA,O3,20
PED,Álvaro Obregón,BUENA,O3,19
SFE,Cuajimalpa,BUENA,O3,22
SJA,Gustavo A. Madero,BUENA,CO,8
TAH,Tláhuac,BUENA,O3,17
UAX,Coyoacán,BUENA,O3,16
UIZ,Iztapalapa,BUENA,O3,16
ACO,Acolman,BUENA,PM10,31
ATI,Atizapán,BUENA,PM10,31
CHO,Chalco,BUENA,PM10,29
CUT,Tepotzotlán,BUENA,PM10,26
FAC,Naucalpan,BUENA,PM10,21
INN,Ocoyoacac,BUENA,O3,16
LLA,Ecatepec,BUENA,O3,4
LPR,Anexo de Tlalnepantla,BUENA,O3,16
MON,Texcoco,BUENA,NO2,9
NEZ,Nezahualcóyotl,BUENA,O3,15
SAG,Ecatepec,BUENA,PM10,39
TLA,Tlalnepantla,REGULAR,PM10,52
TLI,Tultitlán,BUENA,PM10,39
VIF,Coacalco,BUENA,PM10,41
XAL,Ecatepec,REGULAR,PM10,54
