clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,32
AJM,Tlalpan,BUENA,O3,26
BJU,Benito Juárez,BUENA,PM10,25
CAM,Azcapotzalco,BUENA,PM10,40
CCA,Coyoacán,BUENA,O3,20
COY,Coyoacán,BUENA,O3,19
CUA,Cuajimalpa,BUENA,O3,26
GAM,Gustavo A. Madero,BUENA,O3,3
HGM,Cuauhtémoc,BUENA,PM10,25
IZT,Iztacalco,BUENA,PM10,23
MER,Venustiano Carranza,BUENA,PM10,31
MGH,Miguel Hidalgo,BUENA,PM10,26
MPA,Milpa Alta,BUENA,O3,31
PED,Álvaro Obregón,BUENA,O3,19
SFE,Cuajimalpa,BUENA,O3,25
SJA,Gustavo A. Madero,BUENA,NO2,27
TAH,Tláhuac,BUENA,PM10,20
UAX,Coyoacán,BUENA,O3,16
UIZ,Iztapalapa,BUENA,PM10,31
ACO,Acolman,BUENA,PM10,24
ATI,Atizapán,BUENA,PM10,34
CHO,Chalco,BUENA,PM10,23
CUT,Tepotzotlán,BUENA,PM10,44
FAC,Naucalpan,BUENA,PM10,25
INN,Ocoyoacac,BUENA,O3,21
LLA,Ecatepec,BUENA,O3,18
LPR,Anexo de Tlalnepantla,BUENA,O3,2
MON,Texcoco,BUENA,O3,27
NEZ,Nezahualcóyotl,BUENA,NO2,17
SAG,Ecatepec,BUENA,PM10,31
TLA,Tlalnepantla,REGULAR,PM10,51
TLI,Tultitlán,BUENA,PM10,41
VIF,Coacalco,BUENA,PM10,43
XAL,Ecatepec,REGULAR,PM10,52
