clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,MANTENIMIENTO,,
AJM,Tlalpan,REGULAR,PM10,57
BJU,Benito Juárez,REGULAR,PM10,71
CAM,Azcapotzalco,REGULAR,PM10,93
CCA,Coyoacán,BUENA,NO2,23
COY,Coyoacán,BUENA,NO2,22
CUA,Cuajimalpa,REGULAR,PM10,58
GAM,Gustavo A. Madero,MANTENIMIENTO,,
HGM,Cuauhtémoc,REGULAR,PM10,74
IZT,Iztacalco,REGULAR,PM10,63
MER,Venustiano Carranza,REGULAR,PM10,88
MGH,Miguel Hidalgo,REGULAR,PM10,67
MPA,Milpa Alta,REGULAR,PM10,64
PED,Álvaro Obregón,BUENA,NO2,21
SFE,Cuajimalpa,BUENA,CO,11
SJA,Gustavo A. Madero,BUENA,CO,7
TAH,Tláhuac,REGULAR,PM10,76
UAX,Coyoacán,BUENA,NO2,21
UIZ,Iztapalapa,REGULAR,PM10,78
ACO,Acolman,REGULAR,PM10,71
ATI,Atizapán,REGULAR,PM10,84
CHO,Chalco,REGULAR,PM10,96
CUT,Tepotzotlán,REGULAR,PM10,90
FAC,Naucalpan,BUENA,NO2,15
INN,Ocoyoacac,BUENA,PM10,43
LLA,Ecatepec,BUENA,O3,3
LPR,Anexo de Tlalnepantla,BUENA,CO,5
MON,Texcoco,BUENA,NO2,12
NEZ,Nezahualcóyotl,BUENA,NO2,19
SAG,Ecatepec,MANTENIMIENTO,,
TLA,Tlalnepantla,REGULAR,PM10,99
TLI,Tultitlán,MALA,PM10,102
VIF,Coacalco,REGULAR,PM10,99
XAL,Ecatepec,MALA,PM10,110
